 num     #instances         #bytes  class name (module)
 395:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21.0.11)
 396:             1             40  sun.awt.resources.awt (java.desktop@21.0.11)
 397:             1             40  sun.text.resources.cldr.FormatData (java.base@21.0.11)
 398:             1             40  sun.text.resources.cldr.FormatData_en (java.base@21.0.11)
 399:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@21.0.11)
 400:             1             40  sun.util.resources.Bundles$1 (java.base@21.0.11)
 401:             1             40  sun.util.resources.cldr.CalendarData (java.base@21.0.11)
 402:             2             32  [LboxOfActin.Pt3D;
 403:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@21.0.11)
 404:             2             32  [Ljava.lang.StackTraceElement; (java.base@21.0.11)
 405:             1             32  [Ljava.lang.ThreadGroup; (java.base@21.0.11)
 406:             2             32  [Ljava.lang.annotation.Annotation; (java.base@21.0.11)
 407:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21.0.11)
 408:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21.0.11)
 409:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21.0.11)
 410:             1             32  [Ljava.util.stream.StreamShape; (java.base@21.0.11)
 411:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21.0.11)
 412:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21.0.11)
 413:             1             32  java.io.FileInputStream (java.base@21.0.11)
 414:             2             32  java.lang.Boolean (java.base@21.0.11)
 415:             1             32  java.lang.Module$ArchivedData (java.base@21.0.11)
 416:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21.0.11)
 417:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21.0.11)
 418:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21.0.11)
 419:             1             32  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@21.0.11)
 420:             1             32  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@21.0.11)
 421:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21.0.11)
 422:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@21.0.11)
 423:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21.0.11)
 424:             1             32  java.lang.ref.WeakReference (java.base@21.0.11)
 425:             2             32  java.nio.ByteOrder (java.base@21.0.11)
 426:             1             32  java.text.DontCareFieldPosition (java.base@21.0.11)
 427:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21.0.11)
 428:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21.0.11)
 429:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21.0.11)
 430:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21.0.11)
 431:             2             32  jdk.internal.loader.ClassLoaderValue (java.base@21.0.11)
 432:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21.0.11)
 433:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21.0.11)
 434:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21.0.11)
 435:             1             32  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.11)
 436:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21.0.11)
 437:             1             24  [Ljava.io.File$PathStatus; (java.base@21.0.11)
 438:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21.0.11)
 439:             1             24  [Ljava.net.URL; (java.base@21.0.11)
 440:             1             24  [Ljava.util.Locale$Category; (java.base@21.0.11)
 441:             1             24  [Ljava.util.jar.Manifest; (java.base@21.0.11)
 442:             1             24  java.io.UnixFileSystem (java.base@21.0.11)
 443:             1             24  java.lang.Double (java.base@21.0.11)
 444:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@21.0.11)
 445:             1             24  java.lang.StringBuilder (java.base@21.0.11)
 446:             1             24  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@21.0.11)
 447:             1             24  java.lang.reflect.ReflectPermission (java.base@21.0.11)
 448:             1             24  java.util.Collections$EmptyMap (java.base@21.0.11)
 449:             1             24  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.11)
 450:             1             24  java.util.Formatter (java.base@21.0.11)
 451:             1             24  java.util.Locale$Cache (java.base@21.0.11)
 452:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21.0.11)
 453:             1             24  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@21.0.11)
 454:             1             24  jdk.internal.jimage.ImageReader (java.base@21.0.11)
 455:             1             24  jdk.internal.module.ModuleHashes (java.base@21.0.11)
 456:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21.0.11)
 457:             1             24  jdk.internal.ref.CleanerImpl (java.base@21.0.11)
 458:             1             24  jdk.internal.util.ReferencedKeyMap (java.base@21.0.11)
 459:             1             24  sun.nio.cs.StandardCharsets (java.base@21.0.11)
 460:             1             24  sun.nio.cs.UTF_8 (java.base@21.0.11)
 461:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@21.0.11)
 462:             1             24  sun.util.locale.BaseLocale$Cache (java.base@21.0.11)
 463:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@21.0.11)
 464:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@21.0.11)
 465:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@21.0.11)
 466:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@21.0.11)
 467:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@21.0.11)
 468:             1             16  [Ljava.lang.Throwable; (java.base@21.0.11)
 469:             1             16  [Ljava.security.cert.Certificate; (java.base@21.0.11)
 470:             1             16  [Ljava.text.FieldPosition; (java.base@21.0.11)
 471:             1             16  boxOfActin.GlidingAssayEvaluator$$Lambda/0x00007fad0802a210
 472:             1             16  boxOfActin.Thing$$Lambda/0x00007fad0800ed68
 473:             1             16  java.awt.Font$FontAccessImpl (java.desktop@21.0.11)
 474:             1             16  java.awt.GraphicsEnvironment$$Lambda/0x00007fad0804adc0 (java.desktop@21.0.11)
 475:             1             16  java.awt.Toolkit$3 (java.desktop@21.0.11)
 476:             1             16  java.awt.font.JavaAWTFontAccessImpl (java.desktop@21.0.11)
 477:             1             16  java.io.FileDescriptor$1 (java.base@21.0.11)
 478:             1             16  java.io.PrintStream$1 (java.base@21.0.11)
 479:             1             16  java.io.RandomAccessFile$2 (java.base@21.0.11)
 480:             1             16  java.lang.CharacterData00 (java.base@21.0.11)
 481:             1             16  java.lang.CharacterDataLatin1 (java.base@21.0.11)
 482:             1             16  java.lang.Runtime (java.base@21.0.11)
 483:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@21.0.11)
 484:             1             16  java.lang.System$2 (java.base@21.0.11)
 485:             1             16  java.lang.Terminator$1 (java.base@21.0.11)
 486:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@21.0.11)
 487:             1             16  java.lang.invoke.MemberName$Factory (java.base@21.0.11)
 488:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@21.0.11)
 489:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@21.0.11)
 490:             1             16  java.lang.ref.Cleaner (java.base@21.0.11)
 491:             1             16  java.lang.ref.Cleaner$1 (java.base@21.0.11)
 492:             1             16  java.lang.ref.Reference$1 (java.base@21.0.11)
 493:             1             16  java.lang.reflect.ReflectAccess (java.base@21.0.11)
 494:             1             16  java.net.URI$1 (java.base@21.0.11)
 495:             1             16  java.net.URL$3 (java.base@21.0.11)
 496:             1             16  java.net.URL$DefaultFactory (java.base@21.0.11)
 497:             1             16  java.nio.Bits$1 (java.base@21.0.11)
 498:             1             16  java.nio.Buffer$1 (java.base@21.0.11)
 499:             1             16  java.nio.Buffer$2 (java.base@21.0.11)
 500:             1             16  java.security.AllPermission (java.base@21.0.11)
 501:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@21.0.11)
 502:             1             16  java.security.Security$$Lambda/0x80000000b (java.base@21.0.11)
 503:             1             16  java.security.Security$1 (java.base@21.0.11)
 504:             1             16  java.text.DontCareFieldPosition$1 (java.base@21.0.11)
 505:             1             16  java.util.Collections$EmptyIterator (java.base@21.0.11)
 506:             1             16  java.util.Collections$EmptyList (java.base@21.0.11)
 507:             1             16  java.util.Collections$EmptySet (java.base@21.0.11)
 508:             1             16  java.util.EnumMap$1 (java.base@21.0.11)
 509:             1             16  java.util.HashMap$EntrySet (java.base@21.0.11)
 510:             1             16  java.util.Locale$Builder (java.base@21.0.11)
 511:             1             16  java.util.ResourceBundle$1 (java.base@21.0.11)
 512:             1             16  java.util.ResourceBundle$Control (java.base@21.0.11)
 513:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@21.0.11)
 514:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@21.0.11)
 515:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@21.0.11)
 516:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@21.0.11)
 517:             1             16  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@21.0.11)
 518:             1             16  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.11)
 519:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@21.0.11)
 520:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000024 (java.base@21.0.11)
 521:             1             16  java.util.regex.Pattern$LastNode (java.base@21.0.11)
 522:             1             16  java.util.regex.Pattern$Node (java.base@21.0.11)
 523:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@21.0.11)
 524:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@21.0.11)
 525:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@21.0.11)
 526:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@21.0.11)
 527:             1             16  java.util.zip.ZipFile$1 (java.base@21.0.11)
 528:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@21.0.11)
 529:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@21.0.11)
 530:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@21.0.11)
 531:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@21.0.11)
 532:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@21.0.11)
 533:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@21.0.11)
 534:             1             16  jdk.internal.misc.Unsafe (java.base@21.0.11)
 535:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@21.0.11)
 536:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@21.0.11)
 537:             1             16  jdk.internal.module.ModulePatcher (java.base@21.0.11)
 538:             1             16  jdk.internal.module.ModuleTarget (java.base@21.0.11)
 539:             1             16  jdk.internal.perf.Perf (java.base@21.0.11)
 540:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@21.0.11)
 541:             1             16  jdk.internal.util.Preconditions$1 (java.base@21.0.11)
 542:             1             16  jdk.internal.util.Preconditions$2 (java.base@21.0.11)
 543:             1             16  jdk.internal.util.Preconditions$3 (java.base@21.0.11)
 544:             1             16  jdk.internal.util.ReferencedKeySet (java.base@21.0.11)
 545:             1             16  sun.awt.PlatformGraphicsInfo$$Lambda/0x00007fad0804b1e8 (java.desktop@21.0.11)
 546:             1             16  sun.awt.PlatformGraphicsInfo$$Lambda/0x00007fad0804b408 (java.desktop@21.0.11)
 547:             1             16  sun.net.www.protocol.file.Handler (java.base@21.0.11)
 548:             1             16  sun.net.www.protocol.jar.Handler (java.base@21.0.11)
 549:             1             16  sun.net.www.protocol.jrt.Handler (java.base@21.0.11)
 550:             1             16  sun.nio.fs.LinuxFileSystemProvider (java.base@21.0.11)
 551:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@21.0.11)
 552:             1             16  sun.util.calendar.Gregorian (java.base@21.0.11)
 553:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@21.0.11)
 554:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x80000005e (java.base@21.0.11)
 555:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000060 (java.base@21.0.11)
 556:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@21.0.11)
 557:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@21.0.11)
 558:             1             16  sun.util.locale.provider.LocaleProviderAdapter$$Lambda/0x800000067 (java.base@21.0.11)
 559:             1             16  sun.util.locale.provider.LocaleProviderAdapter$$Lambda/0x800000068 (java.base@21.0.11)
 560:             1             16  sun.util.resources.LocaleData (java.base@21.0.11)
 561:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@21.0.11)
 562:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@21.0.11)
Total      31630066     4963972232
